"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","Mouse.ID","LK16Sid","ExName","Ex","LavageDate","MP","SampleOrigin","Cage","ExCage","ExCageTp","Timepoint","TimeP","Timepoint.wks","AntibioticTx","Infected","Tp.Cage","Tp.ABX","Tp.Infect","ABX.Infect","Tp.ABX.Infect","NaturalMicro","InfectionStage","InfectStage2","InfectStageDepo","InfectStagePreUM","InfectStageDEM","ViralCopyNumber","ViralCopyNumberHighLow","DiseaseCINEndpoint","DiseaseCINEndpointRanked","Cleared.Persistent","Kingdom","Phylum","Class","Order","Family","Genus"
"9123","8935cf18e8c46734069a4914c40a443d","LK16S004-052",0.0144329896907217,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_052_S52_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_052_S52_R2_001.fastq.gz","08-12-M6-1","LK16S004_052","Baseline","E3","8/12/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp2","Timepoint 2","2","2","None","Untouched","Tp2_Cage6","Tp2_None","Tp2_Untouched","None_Untouched","Tp2_None_Untouched","Natural","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","","","","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis"
"11119","a7f079173ac3cd268e83a1f6c8dd56ad","LK16S004-213",0.0143920595533499,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_213_S217_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_213_S217_R2_001.fastq.gz","10-13-M6-1","LK16S004_213","Baseline","E3","10/13/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp7","Timepoint 7","7","10","None","Untouched","Tp7_Cage6","Tp7_None","Tp7_Untouched","None_Untouched","Tp7_None_Untouched","No","8 wks post-MmuPV1 infection","Infected","Infected","Untouched","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella"
"8687","86a344a41130b80ccbc35bc8264797cc","LK16S004-215",0.0143353605560382,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_215_S219_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_215_S219_R2_001.fastq.gz","10-13-M6-3","LK16S004_215","Baseline","E3","10/13/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp7","Timepoint 7","7","10","None","Untouched","Tp7_Cage6","Tp7_None","Tp7_Untouched","None_Untouched","Tp7_None_Untouched","No","8 wks post-MmuPV1 infection","Infected","Infected","Untouched","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia"
"14798","f3e0021e6d88e5040f071b865fdf37dd","LK16S004-185",0.0143135979180221,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_185_S189_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_185_S189_R2_001.fastq.gz","09-29-M6-4","LK16S004_185","Baseline","E3","9/29/20","M6-4","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp6","Timepoint 6","6","8","None","Untouched","Tp6_Cage6","Tp6_None","Tp6_Untouched","None_Untouched","Tp6_None_Untouched","No","6 wks post-MmuPV1 infection","Infected","Infected","Untouched","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Alloiococcus"
"165","00fe6dc977b86e280d15cf0d79f7634a","LK16S004-162",0.0142739950779327,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_162_S166_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_162_S166_R2_001.fastq.gz","09-16-M8-5","LK16S004_162","Baseline","E3","9/16/20","M8-5","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp5","Timepoint 5","5","6","None","Mock","Tp5_Cage8","Tp5_None","Tp5_Mock","None_Mock","Tp5_None_Mock","No","4 wks post-MmuPV1 infection","Infected","Infected","Mock","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum"
"14181","e8820a8b0ccb14b286019c21e8bfcf00","LK16S004-247",0.0142045454545455,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_247_S251_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_247_S251_R2_001.fastq.gz","10-27-M7-3","LK16S004_247","Baseline","E3","10/27/20","M7-3","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp8","Timepoint 8","8","12","None","Infected","Tp8_Cage7","Tp8_None","Tp8_Infected","None_Infected","Tp8_None_Infected","No","10 wks post-MmuPV1 infection","Infected","Infected","Infected","Mid Infection (8-10-12wpi)",NA,"","CIN2  ","Low","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"6644","5eb8ab7d65c8b208ca4d69860a2d63b1","LK16S004-251",0.0141843971631206,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_251_S255_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_251_S255_R2_001.fastq.gz","10-27-M8-4","LK16S004_251","Baseline","E3","10/27/20","M8-4","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp8","Timepoint 8","8","12","None","Mock","Tp8_Cage8","Tp8_None","Tp8_Mock","None_Mock","Tp8_None_Mock","No","10 wks post-MmuPV1 infection","Infected","Infected","Mock","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"2342","1e222faf07bcd55a8b19ee90a23f0f96","LK16S004-104",0.0141376060320452,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_104_S106_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_104_S106_R2_001.fastq.gz","08-19-M11-3","LK16S004_104","Baseline","E3","8/19/20","M11-3","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp3","Timepoint 3","3","3","None","Infected","Tp3_Cage11","Tp3_None","Tp3_Infected","None_Infected","Tp3_None_Infected","Post-Depo","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Pre-Infection","Post-Depo","Post-Depo","Post-Depo",NA,"","CIN2","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Cellvibrio"
"14854","f82bb9b7f74f4479d7c4a62002f20b75","LK16S004-104",0.0141376060320452,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_104_S106_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_104_S106_R2_001.fastq.gz","08-19-M11-3","LK16S004_104","Baseline","E3","8/19/20","M11-3","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp3","Timepoint 3","3","3","None","Infected","Tp3_Cage11","Tp3_None","Tp3_Infected","None_Infected","Tp3_None_Infected","Post-Depo","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Pre-Infection","Post-Depo","Post-Depo","Post-Depo",NA,"","CIN2","Low","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus"
"9586","918209c8469751973270ceab61151264","LK16S004-088",0.0141287284144427,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_088_S88_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_088_S88_R2_001.fastq.gz","08-19-M7-1","LK16S004_088","Baseline","E3","8/19/20","M7-1","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp3","Timepoint 3","3","3","None","Infected","Tp3_Cage7","Tp3_None","Tp3_Infected","None_Infected","Tp3_None_Infected","Post-Depo","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Pre-Infection","Post-Depo","Post-Depo","Post-Depo",NA,"","","","","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"6531","5eb8ab7d65c8b208ca4d69860a2d63b1","LK16S004-121",0.0140636565507032,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_121_S125_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_121_S125_R2_001.fastq.gz","09-01-M7-2","LK16S004_121","Baseline","E3","9/1/20","M7-2","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp4","Timepoint 4","4","4","None","Infected","Tp4_Cage7","Tp4_None","Tp4_Infected","None_Infected","Tp4_None_Infected","No","2 wks post-MmuPV1 infection","Infected","Infected","Infected","Infection Establishment (2wpi)",NA,"","CIN3","High","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"5398","517c49542571fe34526e6803fe7adf73","LK16S004-032",0.0139968895800933,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_032_S32_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_032_S32_R2_001.fastq.gz","07-28-M11-3","LK16S004_032","Baseline","E3","7/28/20","M11-3","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp1","Timepoint 1","1","0","None","Infected","Tp1_Cage11","Tp1_None","Tp1_Infected","None_Infected","Tp1_None_Infected","Natural","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","CIN2","Low","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"8515","8632dac767a978f390c0739543c2a1a6","LK16S004-153",0.0139470013947001,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_153_S157_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_153_S157_R2_001.fastq.gz","09-16-M6-3","LK16S004_153","Baseline","E3","9/16/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp5","Timepoint 5","5","6","None","Untouched","Tp5_Cage6","Tp5_None","Tp5_Untouched","None_Untouched","Tp5_None_Untouched","No","4 wks post-MmuPV1 infection","Infected","Infected","Untouched","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"15632","fff202c76394a6ca4f851dd83c949cba","LK16S004-222",0.013930950938825,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_222_S226_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_222_S226_R2_001.fastq.gz","10-13-M8-3","LK16S004_222","Baseline","E3","10/13/20","M8-3","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp7","Timepoint 7","7","10","None","Mock","Tp7_Cage8","Tp7_None","Tp7_Mock","None_Mock","Tp7_None_Mock","No","8 wks post-MmuPV1 infection","Infected","Infected","Mock","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium"
"6788","5f8c264b53cd443422ec9dc6cfa07b3e","LK16S004-122",0.0139103554868624,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_122_S126_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_122_S126_R2_001.fastq.gz","09-01-M7-3","LK16S004_122","Baseline","E3","9/1/20","M7-3","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp4","Timepoint 4","4","4","None","Infected","Tp4_Cage7","Tp4_None","Tp4_Infected","None_Infected","Tp4_None_Infected","No","2 wks post-MmuPV1 infection","Infected","Infected","Infected","Infection Establishment (2wpi)",NA,"","CIN2","Low","Persistent","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium"
"2881","2802fb533a2ec8dc56986d645fed3af8","LK16S004-213",0.0138957816377171,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_213_S217_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_213_S217_R2_001.fastq.gz","10-13-M6-1","LK16S004_213","Baseline","E3","10/13/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp7","Timepoint 7","7","10","None","Untouched","Tp7_Cage6","Tp7_None","Tp7_Untouched","None_Untouched","Tp7_None_Untouched","No","8 wks post-MmuPV1 infection","Infected","Infected","Untouched","Mid Infection (8-10-12wpi)",NA,"","","","","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"12014","c3c6b35a7e7fd0a56aab3c29bd47737b","LK16S004-089",0.0137772675086108,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_089_S89_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_089_S89_R2_001.fastq.gz","08-19-M7-2","LK16S004_089","Baseline","E3","8/19/20","M7-2","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp3","Timepoint 3","3","3","None","Infected","Tp3_Cage7","Tp3_None","Tp3_Infected","None_Infected","Tp3_None_Infected","Post-Depo","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Pre-Infection","Post-Depo","Post-Depo","Post-Depo",NA,"","CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"5562","51ad0deb6331cb77f17cde5970059539","LK16S004-084",0.0137142857142857,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_084_S84_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_084_S84_R2_001.fastq.gz","08-19-M6-1","LK16S004_084","Baseline","E3","8/19/20","M6-1","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp3","Timepoint 3","3","3","None","Untouched","Tp3_Cage6","Tp3_None","Tp3_Untouched","None_Untouched","Tp3_None_Untouched","Untouched","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Pre-Infection","Post-Depo","Post-Depo","Post-Depo",NA,"","","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus"
"5034","5134778235d6b968fd6eac95a2afa40d","LK16S004-246",0.0136986301369863,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_246_S250_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_246_S250_R2_001.fastq.gz","10-27-M7-2","LK16S004_246","Baseline","E3","10/27/20","M7-2","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp8","Timepoint 8","8","12","None","Infected","Tp8_Cage7","Tp8_None","Tp8_Infected","None_Infected","Tp8_None_Infected","No","10 wks post-MmuPV1 infection","Infected","Infected","Infected","Mid Infection (8-10-12wpi)",NA,"","CIN2 (considered 3)","High","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus"
"155","00fe6dc977b86e280d15cf0d79f7634a","LK16S004-124",0.0136674259681093,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_124_S128_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_124_S128_R2_001.fastq.gz","09-01-M8-2","LK16S004_124","Baseline","E3","9/1/20","M8-2","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp4","Timepoint 4","4","4","None","Mock","Tp4_Cage8","Tp4_None","Tp4_Mock","None_Mock","Tp4_None_Mock","No","2 wks post-MmuPV1 infection","Infected","Infected","Mock","Infection Establishment (2wpi)",NA,"","","","","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Mucispirillum"
"11046","a7f079173ac3cd268e83a1f6c8dd56ad","LK16S004-191",0.0136570561456753,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_191_S195_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_191_S195_R2_001.fastq.gz","09-29-M8-3","LK16S004_191","Baseline","E3","9/29/20","M8-3","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp6","Timepoint 6","6","8","None","Mock","Tp6_Cage8","Tp6_None","Tp6_Mock","None_Mock","Tp6_None_Mock","No","6 wks post-MmuPV1 infection","Infected","Infected","Mock","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Firmicutes","Clostridia","Clostridiales","Veillonellaceae","Veillonella"
"7665","77183ba6dfa1455f39bd9b40cfd2d738","LK16S004-201",0.0136469221835075,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_201_S205_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_201_S205_R2_001.fastq.gz","09-29-M11-3","LK16S004_201","Baseline","E3","9/29/20","M11-3","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp6","Timepoint 6","6","8","None","Infected","Tp6_Cage11","Tp6_None","Tp6_Infected","None_Infected","Tp6_None_Infected","No","6 wks post-MmuPV1 infection","Infected","Infected","Infected","Early Infection (4 & 6wpi)",NA,"","CIN2","Low","Persistent","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium"
"3506","30584d9aed923c0c1d895d6201f19924","LK16S004-291",0.0136186770428016,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_291_S297_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_291_S297_R2_001.fastq.gz","11-10-M11-1","LK16S004_291","Baseline","E3","11/10/20","M11-1","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp9","Timepoint 9","9","14","None","Infected","Tp9_Cage11","Tp9_None","Tp9_Infected","None_Infected","Tp9_None_Infected","No","12 wks post-MmuPV1 infection","Infected","Infected","Infected","Mid Infection (8-10-12wpi)",4910000,"High","CIN3","High ","Persistent","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus"
"4101","3d501a99ff1bbb74e33fa2c63ad32c8d","LK16S004-291",0.0136186770428016,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_291_S297_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_291_S297_R2_001.fastq.gz","11-10-M11-1","LK16S004_291","Baseline","E3","11/10/20","M11-1","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp9","Timepoint 9","9","14","None","Infected","Tp9_Cage11","Tp9_None","Tp9_Infected","None_Infected","Tp9_None_Infected","No","12 wks post-MmuPV1 infection","Infected","Infected","Infected","Mid Infection (8-10-12wpi)",4910000,"High","CIN3","High ","Persistent","Bacteria","Firmicutes","Clostridia","Clostridiales","Dehalobacteriaceae","Dehalobacterium"
"9877","96ba6d5eb7d33cf71c3b285bcff96983","LK16S004-291",0.0136186770428016,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_291_S297_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_291_S297_R2_001.fastq.gz","11-10-M11-1","LK16S004_291","Baseline","E3","11/10/20","M11-1","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp9","Timepoint 9","9","14","None","Infected","Tp9_Cage11","Tp9_None","Tp9_Infected","None_Infected","Tp9_None_Infected","No","12 wks post-MmuPV1 infection","Infected","Infected","Infected","Mid Infection (8-10-12wpi)",4910000,"High","CIN3","High ","Persistent","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Adlercreutzia"
"14657","f36c161e4341ca7c0fd5d7615f736706","LK16S004-192",0.0136147757255937,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_192_S196_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_192_S196_R2_001.fastq.gz","09-29-M8-4","LK16S004_192","Baseline","E3","9/29/20","M8-4","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp6","Timepoint 6","6","8","None","Mock","Tp6_Cage8","Tp6_None","Tp6_Mock","None_Mock","Tp6_None_Mock","No","6 wks post-MmuPV1 infection","Infected","Infected","Mock","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"4752","4e269cbdd41f328dabf501e891c0c3ce","LK16S004-159",0.0135823429541596,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_159_S163_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_159_S163_R2_001.fastq.gz","09-16-M8-2","LK16S004_159","Baseline","E3","9/16/20","M8-2","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp5","Timepoint 5","5","6","None","Mock","Tp5_Cage8","Tp5_None","Tp5_Mock","None_Mock","Tp5_None_Mock","No","4 wks post-MmuPV1 infection","Infected","Infected","Mock","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
"8492","8632dac767a978f390c0739543c2a1a6","LK16S004-159",0.0135823429541596,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_159_S163_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_159_S163_R2_001.fastq.gz","09-16-M8-2","LK16S004_159","Baseline","E3","9/16/20","M8-2","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp5","Timepoint 5","5","6","None","Mock","Tp5_Cage8","Tp5_None","Tp5_Mock","None_Mock","Tp5_None_Mock","No","4 wks post-MmuPV1 infection","Infected","Infected","Mock","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"2210","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-155",0.0135746606334842,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_155_S159_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_155_S159_R2_001.fastq.gz","09-16-M7-1","LK16S004_155","Baseline","E3","9/16/20","M7-1","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp5","Timepoint 5","5","6","None","Infected","Tp5_Cage7","Tp5_None","Tp5_Infected","None_Infected","Tp5_None_Infected","No","4 wks post-MmuPV1 infection","Infected","Infected","Infected","Early Infection (4 & 6wpi)",NA,"","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"4429","429528823edb55fa5e24e1f20b322a57","LK16S004-053",0.0135593220338983,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_053_S53_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_053_S53_R2_001.fastq.gz","08-12-M6-2","LK16S004_053","Baseline","E3","8/12/20","M6-2","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp2","Timepoint 2","2","2","None","Untouched","Tp2_Cage6","Tp2_None","Tp2_Untouched","None_Untouched","Tp2_None_Untouched","Natural","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"14320","ecffc2022c0e89787d19d43381a157a7","LK16S004-188",0.0135004821600771,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_188_S192_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_188_S192_R2_001.fastq.gz","09-29-M7-3","LK16S004_188","Baseline","E3","9/29/20","M7-3","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp6","Timepoint 6","6","8","None","Infected","Tp6_Cage7","Tp6_None","Tp6_Infected","None_Infected","Tp6_None_Infected","No","6 wks post-MmuPV1 infection","Infected","Infected","Infected","Early Infection (4 & 6wpi)",NA,"","CIN2  ","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
