"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","SampleNO","Ex","ShortID","FullID","MouseID","Cage","Group","Infected","ABX","Timepoint","Tp.Inf.ABX.Group","LevageDate","PostInfection.wk.","InfectStageML","PostABx.wk.","Notes","ViralCopyNumber","ViralCopyNumberHighLow","DiseaseCINEndpoint","DiseaseEndpointRanked","Cleared.PersistentAtEndpoint","Kingdom","Phylum","Class","Order","Family","Genus"
"7774","cd6018ff4b88a82f603282e835f496ef","LK16S009-248",0.0521803950801342,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-248_S60_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-248_S60_L001_R2_001.fastq.gz",33,"E4","MV-33","T2-M-25.3-B","M-25.3-B","Cage 25","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",118000,"High","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"2357","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-330",0.0521472392638037,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-330_S142_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-330_S142_L001_R2_001.fastq.gz",117,"E4","MV-117","T5-M-28.1-B","M-28.1-B","Cage 28","Infected None","Infected","None","5","T5 Infected None","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"2069","397f3129f3f3fa72240c9adc8fed8556","LK16S009-363",0.0520767975906638,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-363_S175_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-363_S175_L001_R2_001.fastq.gz",151,"E4","MV-151","T6-M-30.2-B","M-30.2-B","Cage 30","Infected None","Infected","None","6","T6 Infected None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",207000,"High","CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus"
"4441","899826ee6de1fc28f80e5c58db3dcdb9","LK16S009-340",0.0519591141396934,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-340_S152_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-340_S152_L001_R2_001.fastq.gz",127,"E4","MV-127","T5-M-31.1-B","M-31.1-B","Cage 31","Infected ABX","Infected","ABX","5","T5 Infected ABX","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","At least CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Gardnerella"
"7848","d1d32f5e2af125cca03ee71eb338257e","LK16S009-340",0.0519591141396934,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-340_S152_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-340_S152_L001_R2_001.fastq.gz",127,"E4","MV-127","T5-M-31.1-B","M-31.1-B","Cage 31","Infected ABX","Infected","ABX","5","T5 Infected ABX","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"2411","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-334",0.0518677135379491,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-334_S146_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-334_S146_L001_R2_001.fastq.gz",121,"E4","MV-121","T5-M-29.1-B","M-29.1-B","Cage 29","Infected None","Infected","None","5","T5 Infected None","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"2478","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-339",0.0517241379310345,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-339_S151_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-339_S151_L001_R2_001.fastq.gz",126,"E4","MV-126","T5-M-30.3-B","M-30.3-B","Cage 30","Infected None","Infected","None","5","T5 Infected None","4.14.21","18","Late Infection 18 & 25 wpi","13","",NA,"","At least CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"6434","ba74bc2d9784d7cceb6e4d8ff377ecae","LK16S009-282",0.0516273849607183,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-282_S94_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-282_S94_L001_R2_001.fastq.gz",67,"E4","MV-67","T3-M-28.3-B","M-28.3-B","Cage 28","Infected None","Infected","None","3","T3 Infected None","2.8.21","9","Mid Infection 9 & 14 wpi","4","",1370000,"High","At least CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"7884","d1d32f5e2af125cca03ee71eb338257e","LK16S009-282",0.0516273849607183,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-282_S94_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-282_S94_L001_R2_001.fastq.gz",67,"E4","MV-67","T3-M-28.3-B","M-28.3-B","Cage 28","Infected None","Infected","None","3","T3 Infected None","2.8.21","9","Mid Infection 9 & 14 wpi","4","",1370000,"High","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"7842","d1d32f5e2af125cca03ee71eb338257e","LK16S009-276",0.0515806988352745,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-276_S88_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-276_S88_L001_R2_001.fastq.gz",61,"E4","MV-61","T3-M-26.1-B","M-26.1-B","Cage 26","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",488000,"High","CIN3","High","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"2311","46086049d2b10def4bd45840978c512f","LK16S009-302",0.0515603799185889,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-302_S114_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-302_S114_L001_R2_001.fastq.gz",88,"E4","MV-88","T4-M-26.2-B","M-26.2-B","Cage 26","Infected ABX","Infected","ABX","4","T4 Infected ABX","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","At least CIN3","High","Persistent","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"2369","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-314",0.0515597920277296,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-314_S126_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-314_S126_L001_R2_001.fastq.gz",100,"E4","MV-100","T4-M-30.3-B","M-30.3-B","Cage 30","Infected None","Infected","None","4","T4 Infected None","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","At least CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"10099","fd190cc4f5fa59425111b7dffaa4bb6c","LK16S009-248",0.0514349608647037,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-248_S60_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-248_S60_L001_R2_001.fastq.gz",33,"E4","MV-33","T2-M-25.3-B","M-25.3-B","Cage 25","Infected ABX","Infected","ABX","2","T2 Infected ABX","1.25.21","7","Early Infection 5 & 7 wpi","2","",118000,"High","CIN3","High","Persistent","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"9467","eeb1e469818b46bf73b3f60970cbd4e4","LK16S009-274",0.0513992004568818,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-274_S86_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-274_S86_L001_R2_001.fastq.gz",59,"E4","MV-59","T3-M-25.3-B","M-25.3-B","Cage 25","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",35600,"High","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"5604","a3905a301aebbc2efdb2a4d3ab91aa74","LK16S009-255",0.0513810513810514,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-255_S67_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-255_S67_L001_R2_001.fastq.gz",40,"E4","MV-40","T2-M-28.2-B","M-28.2-B","Cage 28","Infected None","Infected","None","2","T2 Infected None","1.25.21","7","Early Infection 5 & 7 wpi","2","",28600,"High","CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"1450","27f682a2c16ce886f8c47b3fc15621cd","LK16S009-348",0.0513542033063665,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-348_S160_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-348_S160_L001_R2_001.fastq.gz",135,"E4","MV-135","T6-M-25.1-B","M-25.1-B","Cage 25","Infected ABX","Infected","ABX","6","T6 Infected ABX","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",511000,"High","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"9986","f716e8fadfd332563b90125b21ae3e54","LK16S009-275",0.0512351326623971,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-275_S87_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-275_S87_L001_R2_001.fastq.gz",60,"E4","MV-60","T3-M-25.4-B","M-25.4-B","Cage 25","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",1860,"Low","","","","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Micrococcus"
"9127","ebdd766968af37cc4ef61fa4e8a9a147","LK16S009-361",0.0511945392491468,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-361_S173_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-361_S173_L001_R2_001.fastq.gz",149,"E4","MV-149","T6-M-29.3-B","M-29.3-B","Cage 29","Infected None","Infected","None","6","T6 Infected None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",209,"Low","CIN3","High","Cleared","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"1374","27f682a2c16ce886f8c47b3fc15621cd","LK16S009-355",0.0510835913312693,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-355_S167_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-355_S167_L001_R2_001.fastq.gz",143,"E4","MV-143","T6-M-28.1-B","M-28.1-B","Cage 28","Infected None","Infected","None","6","T6 Infected None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",203000,"High","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium"
"7744","cd6018ff4b88a82f603282e835f496ef","LK16S009-258",0.0510708401976936,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-258_S70_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-258_S70_L001_R2_001.fastq.gz",43,"E4","MV-43","T2-M-29.1-B","M-29.1-B","Cage 29","Infected None","Infected","None","2","T2 Infected None","1.25.21","7","Early Infection 5 & 7 wpi","2","",1720,"Low","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium"
"7886","d1d32f5e2af125cca03ee71eb338257e","LK16S009-232",0.0510440835266821,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-232_S44_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-232_S44_L001_R2_001.fastq.gz",17,"E4","MV-17","T1-M-29.1-B","M-29.1-B","Cage 29","Infected None","Infected","None","1","T1 Infected None","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",1370,"Low","CIN3","High","Persistent","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"2467","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-279",0.0508038585209003,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-279_S91_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-279_S91_L001_R2_001.fastq.gz",64,"E4","MV-64","T3-M-26.4-B","M-26.4-B","Cage 26","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",2990,"Low","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"4169","7f8774a733c57d1db0f78058075b70b7","LK16S009-279",0.0508038585209003,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-279_S91_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-279_S91_L001_R2_001.fastq.gz",64,"E4","MV-64","T3-M-26.4-B","M-26.4-B","Cage 26","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",2990,"Low","CIN3","High","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"2927","4fbe82b6d337fb7468f4cadd594b7279","LK16S009-275",0.0507776761207685,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-275_S87_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-275_S87_L001_R2_001.fastq.gz",60,"E4","MV-60","T3-M-25.4-B","M-25.4-B","Cage 25","Infected ABX","Infected","ABX","3","T3 Infected ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",1860,"Low","","","","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"2482","47e8d2b4c891afe664f1a9976ac905a0","LK16S009-285",0.0507364975450082,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-285_S97_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-285_S97_L001_R2_001.fastq.gz",70,"E4","MV-70","T3-M-29.2-B","M-29.2-B","Cage 29","Infected None","Infected","None","3","T3 Infected None","2.8.21","9","Mid Infection 9 & 14 wpi","4","",61.9,"Low","Normal/Hyperplasia","None","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces"
"6112","b53f8d5e0378d22f10d83353a5053d3a","LK16S009-361",0.0507069722086787,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-361_S173_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-361_S173_L001_R2_001.fastq.gz",149,"E4","MV-149","T6-M-29.3-B","M-29.3-B","Cage 29","Infected None","Infected","None","6","T6 Infected None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",209,"Low","CIN3","High","Cleared","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus"
"8568","dc4672989835c2290a08fde7e01454a2","LK16S009-356",0.0505896958410925,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-356_S168_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-356_S168_L001_R2_001.fastq.gz",144,"E4","MV-144","T6-M-28.2-B","M-28.2-B","Cage 28","Infected None","Infected","None","6","T6 Infected None","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",1560000,"High","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Brevibacteriaceae","Brevibacterium"
"1627","2e851e956e6efc6849ac305ae18ef4bb","LK16S009-219",0.0505249343832021,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-219_S31_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-219_S31_L001_R2_001.fastq.gz",4,"E4","MV-4","T1-M-24.B.2-B","M-24.B.2-B","Cage 24B","Mock ABX","Mock","ABX","1","T1 Mock ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",574,"Mock","Normal","None","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"8182","d75ceccc02539f840bc6f73878853cbd","LK16S009-280",0.0504032258064516,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-280_S92_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-280_S92_L001_R2_001.fastq.gz",65,"E4","MV-65","T3-M-28.1-B","M-28.1-B","Cage 28","Infected None","Infected","None","3","T3 Infected None","2.8.21","9","Mid Infection 9 & 14 wpi","4","",251000,"High","CIN3","High","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"1699","2e851e956e6efc6849ac305ae18ef4bb","LK16S009-271",0.0503080082135524,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-271_S83_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-271_S83_L001_R2_001.fastq.gz",56,"E4","MV-56","T3-M-24.B.2-B","M-24.B.2-B","Cage 24B","Mock ABX","Mock","ABX","3","T3 Mock ABX","2.8.21","9","Mid Infection 9 & 14 wpi","4","",1590,"Mock","Normal","None","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"2009","34662cdb0c6982e4fb679614d76a8a8f","LK16S009-295",0.0502847449412335,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-295_S107_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-295_S107_L001_R2_001.fastq.gz",80,"E4","MV-80","T4-M-24.A.2-B","M-24.A.2-B","Cage 24A","Mock None","Mock","None","4","T4 Mock None","3.16.21","14","Mid Infection 9 & 14 wpi","9","",NA,"","Normal/Hyperplasia","None","Mock","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"874","17f50af20d48ca860498a2ad977b4801","LK16S009-220",0.0501905972045743,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-220_S32_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-220_S32_L001_R2_001.fastq.gz",5,"E4","MV-5","T1-M-25.1-B","M-25.1-B","Cage 25","Infected ABX","Infected","ABX","1","T1 Infected ABX","1.6.21","4.5","Early Infection 5 & 7 wpi","0","""1st CVL, pre-Abx""",892000,"High","CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Rothia"
"838","17f50af20d48ca860498a2ad977b4801","LK16S009-352",0.0501285347043702,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-352_S164_L001_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S009/Final_Concatenated_Sequence_Files/LK16S009-352_S164_L001_R2_001.fastq.gz",140,"E4","MV-140","T6-M-26.2-B","M-26.2-B","Cage 26","Infected ABX","Infected","ABX","6","T6 Infected ABX","6.1.21","24.5","Late Infection 18 & 25 wpi","20","End Point",467000,"High","At least CIN3","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Rothia"
