"","OTU","Sample","Abundance","forward.absolute.filepath","reverse.absolute.filepath","Mouse.ID","LK16Sid","ExName","Ex","LavageDate","MP","SampleOrigin","Cage","ExCage","ExCageTp","Timepoint","TimeP","Timepoint.wks","AntibioticTx","Tp.Cage","Tp.ABX","NaturalMicro","Infected","InfectStage2","InfectStageDepo","InfectStageDEM","ViralCopyNumber","ViralCopyNumberHighLow","DiseaseCINEndpoint","InfectStage","DiseaseEndpointRanked","Cleared.PersistentAtEndpoint","Tp.Infect","ABX.Infect","Tp.ABX.Infect","InfectionStage","InfectStagePreUM","DiseaseCINEndpointRanked","Cleared.Persistent","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"2362","372f76105ca25f42704b067a9aeb06d6","LKMB005_015",0.0208828522920204,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_015_S15_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_015_S15_R2_001.fastq.gz","07-21--MP5-1","LKMB005_015","Pilot","E2","21-Jul","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp1","Timepoint 1","1","0","None","Tp1_Cage5","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"1027","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-030",0.0208816705336427,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_030_S30_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_030_S30_R2_001.fastq.gz","07-28-M11-1","LK16S004_030","Baseline","E3","7/28/20","M11-1","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp1","Timepoint 1","1","0","None","Tp1_Cage11","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","CIN3",NA,NA,NA,"Tp1_Infected","None_Infected","Tp1_None_Infected","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","High ","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces",NA
"127","0298852f19d9f0198583f904aa6c5c3f","LK16S004-032",0.0207939508506616,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_032_S32_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_032_S32_R2_001.fastq.gz","07-28-M11-3","LK16S004_032","Baseline","E3","7/28/20","M11-3","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp1","Timepoint 1","1","0","None","Tp1_Cage11","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","CIN2",NA,NA,NA,"Tp1_Infected","None_Infected","Tp1_None_Infected","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","Low","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium",NA
"7258","d51b58b1f2535cb5d3fb7df63f20cd6d","LK16S004-014",0.0207715133531157,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_014_S14_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_014_S14_R2_001.fastq.gz","07-28-M6-3","LK16S004_014","Baseline","E3","7/28/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp1","Timepoint 1","1","0","None","Tp1_Cage6","Tp1_None","Natural","Untouched","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Untouched","None_Untouched","Tp1_None_Untouched","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium","lividum"
"8502","e922586081ebfd3c1131765980752500","LK16S004-014",0.0207715133531157,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_014_S14_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_014_S14_R2_001.fastq.gz","07-28-M6-3","LK16S004_014","Baseline","E3","7/28/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp1","Timepoint 1","1","0","None","Tp1_Cage6","Tp1_None","Natural","Untouched","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Untouched","None_Untouched","Tp1_None_Untouched","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"4912","91c93208099c5254153fe250684deda0","LKMB005_038",0.020735524256651,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_038_S38_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_038_S38_R2_001.fastq.gz","08-04--MP5-1","LKMB005_038","Pilot","E2","4-Aug","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp2","Timepoint 2","2","2","None","Tp2_Cage5","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA
"1073","1e222faf07bcd55a8b19ee90a23f0f96","LK16S004-104",0.0206896551724138,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_104_S106_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_104_S106_R2_001.fastq.gz","08-19-M11-3","LK16S004_104","Baseline","E3","8/19/20","M11-3","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp3","Timepoint 3","3","3","None","Tp3_Cage11","Tp3_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo",NA,"","CIN2",NA,NA,NA,"Tp3_Infected","None_Infected","Tp3_None_Infected","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","Low","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Cellvibrio",NA
"2981","4a9f1c59cf525c06e83d681949bb611a","LK16S004-093",0.020671834625323,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_093_S93_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_093_S93_R2_001.fastq.gz","08-19-M08-3","LK16S004_093","Baseline","E3","8/19/20","M8-3","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp3","Timepoint 3","3","3","None","Tp3_Cage8","Tp3_None","Post-Depo","Mock","Pre-Infection","Post-Depo","Post-Depo",NA,"","",NA,NA,NA,"Tp3_Mock","None_Mock","Tp3_None_Mock","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","","","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Paraprevotellaceae]","[Prevotella]",NA
"9458","fe0c99504f1499d9dbab4309641c42d1","LK16S004-018",0.0204755614266843,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_018_S18_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_018_S18_R2_001.fastq.gz","07-28-M07-3","LK16S004_018","Baseline","E3","7/28/20","M7-3","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp1","Timepoint 1","1","0","None","Tp1_Cage7","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","CIN2",NA,NA,NA,"Tp1_Infected","None_Infected","Tp1_None_Infected","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","Low","Persistent","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"709","17c171ce10d22010cabfc28fe6f39010","LK16S004-094",0.0204081632653061,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_094_S94_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_094_S94_R2_001.fastq.gz","08-19-M08-4","LK16S004_094","Baseline","E3","8/19/20","M8-4","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp3","Timepoint 3","3","3","None","Tp3_Cage8","Tp3_None","Post-Depo","Mock","Pre-Infection","Post-Depo","Post-Depo",NA,"","",NA,NA,NA,"Tp3_Mock","None_Mock","Tp3_None_Mock","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","iners"
"6727","ca96c5417115dda3c2686fb42e695457","LK16S004-054",0.0203735144312394,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_054_S54_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_054_S54_R2_001.fastq.gz","08-12-M6-3","LK16S004_054","Baseline","E3","8/12/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp2","Timepoint 2","2","2","None","Tp2_Cage6","Tp2_None","Natural","Untouched","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp2_Untouched","None_Untouched","Tp2_None_Untouched","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"7698","dd99ad74a4e8d51cf811564c0e074694","LK16S004-054",0.0203735144312394,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_054_S54_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_054_S54_R2_001.fastq.gz","08-12-M6-3","LK16S004_054","Baseline","E3","8/12/20","M6-3","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp2","Timepoint 2","2","2","None","Tp2_Cage6","Tp2_None","Natural","Untouched","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp2_Untouched","None_Untouched","Tp2_None_Untouched","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","","","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Brevibacillus",NA
"8628","ecffc2022c0e89787d19d43381a157a7","LK16S004-087",0.0203619909502262,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_087_S87_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_087_S87_R2_001.fastq.gz","08-19-M6-4","LK16S004_087","Baseline","E3","8/19/20","M6-4","Mouse","Cage6","E3_Cage6","E3_Cage6_Tp3","Timepoint 3","3","3","None","Tp3_Cage6","Tp3_None","Untouched","Untouched","Pre-Infection","Post-Depo","Post-Depo",NA,"","",NA,NA,NA,"Tp3_Untouched","None_Untouched","Tp3_None_Untouched","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","","","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"1069","1c8169b4e7008ce117a2b8695986fe8f","LK16S004-017",0.0201612903225806,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_017_S17_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_017_S17_R2_001.fastq.gz","07-28-M07-2","LK16S004_017","Baseline","E3","7/28/20","M7-2","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp1","Timepoint 1","1","0","None","Tp1_Cage7","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","CIN3",NA,NA,NA,"Tp1_Infected","None_Infected","Tp1_None_Infected","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","High","Persistent","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces",NA
"4271","687e91d50463664ab627fb671a0a295d","LKMB005_015",0.0201358234295416,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_015_S15_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_015_S15_R2_001.fastq.gz","07-21--MP5-1","LKMB005_015","Pilot","E2","21-Jul","MP5-1","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp1","Timepoint 1","1","0","None","Tp1_Cage5","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"1378","20ec1b737dcb64099e76ee4ef9e4070d","LK16S004-090",0.02,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_090_S90_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_090_S90_R2_001.fastq.gz","08-19-M7-3","LK16S004_090","Baseline","E3","8/19/20","M7-3","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp3","Timepoint 3","3","3","None","Tp3_Cage7","Tp3_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo",NA,"","CIN2",NA,NA,NA,"Tp3_Infected","None_Infected","Tp3_None_Infected","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","Low","Persistent","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira",NA
"4234","687e91d50463664ab627fb671a0a295d","LKMB005_016",0.0199366071018421,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_016_S16_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_016_S16_R2_001.fastq.gz","07-21--MP5-2","LKMB005_016","Pilot","E2","21-Jul","MP5-2","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp1","Timepoint 1","1","0","None","Tp1_Cage5","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","No Tissue","Unknown",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"4951","9389cc5e24fcb8fd40794cda2f4a20f0","LK16S004-088",0.0199275362318841,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_088_S88_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_088_S88_R2_001.fastq.gz","08-19-M7-1","LK16S004_088","Baseline","E3","8/19/20","M7-1","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp3","Timepoint 3","3","3","None","Tp3_Cage7","Tp3_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo",NA,"","",NA,NA,NA,"Tp3_Infected","None_Infected","Tp3_None_Infected","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","","","Bacteria","Firmicutes","Clostridia","Clostridiales","[Tissierellaceae]","Finegoldia",NA
"2759","454a3769f3b1f0cfa3de8410ab44e3fc","LK16S004-094",0.0199222546161322,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_094_S94_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_094_S94_R2_001.fastq.gz","08-19-M08-4","LK16S004_094","Baseline","E3","8/19/20","M8-4","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp3","Timepoint 3","3","3","None","Tp3_Cage8","Tp3_None","Post-Depo","Mock","Pre-Infection","Post-Depo","Post-Depo",NA,"","",NA,NA,NA,"Tp3_Mock","None_Mock","Tp3_None_Mock","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","","","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Gardnerella",NA
"8611","ecffc2022c0e89787d19d43381a157a7","LK16S004-102",0.0198700802445548,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_102_S104_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_102_S104_R2_001.fastq.gz","08-19-M11-1","LK16S004_102","Baseline","E3","8/19/20","M11-1","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp3","Timepoint 3","3","3","None","Tp3_Cage11","Tp3_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo",NA,"","CIN3",NA,NA,NA,"Tp3_Infected","None_Infected","Tp3_None_Infected","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","High ","Persistent","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"2039","2df7c666a73180820243b056ffb9410c","LK16S004-018",0.0198150594451783,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_018_S18_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_018_S18_R2_001.fastq.gz","07-28-M07-3","LK16S004_018","Baseline","E3","7/28/20","M7-3","Mouse","Cage7","E3_Cage7","E3_Cage7_Tp1","Timepoint 1","1","0","None","Tp1_Cage7","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","CIN2",NA,NA,NA,"Tp1_Infected","None_Infected","Tp1_None_Infected","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","Low","Persistent","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anaerobacillus",NA
"2342","372f76105ca25f42704b067a9aeb06d6","LKMB005_013",0.0197787776527934,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_013_S13_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_013_S13_R2_001.fastq.gz","07-21--MP4-2","LKMB005_013","Pilot","E2","21-Jul","MP4-2","Mouse","Cage4","E2_Cage4","E2_Cage4_Tp1","Timepoint 1","1","0","None","Tp1_Cage4","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","High","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"8917","f36c161e4341ca7c0fd5d7615f736706","LKMB005_039",0.0197724810400867,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_039_S39_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_039_S39_R2_001.fastq.gz","08-04--MP5-2","LKMB005_039","Pilot","E2","4-Aug","MP5-2","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp2","Timepoint 2","2","2","None","Tp2_Cage5","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","No Tissue","Unknown",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","lwoffii"
"4605","8632dac767a978f390c0739543c2a1a6","LK16S004-063",0.0197648236177133,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_063_S63_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_063_S63_R2_001.fastq.gz","08-12-M08-5","LK16S004_063","Baseline","E3","8/12/20","M8-5","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp2","Timepoint 2","2","2","None","Tp2_Cage8","Tp2_None","Natural","Mock","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp2_Mock","None_Mock","Tp2_None_Mock","""2 wks post-Abx start (just prior to Depo, so no Depo/N9 yet)""","Pre-Infection","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"6258","b8a430a4c5b1a277cabacbeb07d99a01","LK16S004-022",0.0196319018404908,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_022_S22_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_022_S22_R2_001.fastq.gz","07-28-M8-4","LK16S004_022","Baseline","E3","7/28/20","M8-4","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp1","Timepoint 1","1","0","None","Tp1_Cage8","Tp1_None","Natural","Mock","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Mock","None_Mock","Tp1_None_Mock","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"7794","de33bca81e3fbf518db3a2a54cd1f670","LK16S004-022",0.0196319018404908,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_022_S22_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_022_S22_R2_001.fastq.gz","07-28-M8-4","LK16S004_022","Baseline","E3","7/28/20","M8-4","Mouse","Cage8","E3_Cage8","E3_Cage8_Tp1","Timepoint 1","1","0","None","Tp1_Cage8","Tp1_None","Natural","Mock","Pre-Infection","Pre-Infection","Pre-Infection",NA,"","",NA,NA,NA,"Tp1_Mock","None_Mock","Tp1_None_Mock","Day of Abx Start (2wk pre-infection; all essentially untouched mice)","Pre-Infection","","","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","helveticus"
"2380","372f76105ca25f42704b067a9aeb06d6","LKMB005_016",0.0196150489227801,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_016_S16_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_016_S16_R2_001.fastq.gz","07-21--MP5-2","LKMB005_016","Pilot","E2","21-Jul","MP5-2","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp1","Timepoint 1","1","0","None","Tp1_Cage5","Tp1_None","Natural","Infected","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Pre-Infection","Day of Abx Start (2wk pre-infection)","No Tissue","Unknown",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"7008","ce6eabf2d84da6efcea6fbc168c92d03","LK16S004-103",0.0194902548725637,"/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_103_S105_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S004/LK16S004_103_S105_R2_001.fastq.gz","08-19-M11-2","LK16S004_103","Baseline","E3","8/19/20","M11-2","Mouse","Cage11","E3_Cage11","E3_Cage11_Tp3","Timepoint 3","3","3","None","Tp3_Cage11","Tp3_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo",NA,"","",NA,NA,NA,"Tp3_Infected","None_Infected","Tp3_None_Infected","3 wks post-Abx start + Depo (just prior to N9/infection)-still uninfected","Post-Depo","","","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",NA
"5791","ae269c08a5c56e836e1f9bb04085b6f0","LKMB005_041",0.0193928200392474,"/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_041_S41_R1_001.fastq.gz","/Users/liztown/Documents/KalanLab/VaginalMicrobiome/Sequencing/WholeMouseDataSet/RawReads/LKMB005_041_S41_R2_001.fastq.gz","08-04--MP5-4","LKMB005_041","Pilot","E2","4-Aug","MP5-4","Mouse","Cage5","E2_Cage5","E2_Cage5_Tp2","Timepoint 2","2","2","None","Tp2_Cage5","Tp2_None","Post-Depo","Infected","Pre-Infection","Post-Depo","Post-Depo","Pre-Infection","Pre-Infection","Pre-Infection","2wks post-Abx (just prior to N9/Infxn)","Low","Persistent",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","fragi"
